,Name,Subs,Identifier,Type,Full_identifier,Nr_featured,Featured
0,funk,168000,FunkOfficial,c,/c/FunkOfficial,12,"['/channel/UC-2D0N8RCgWIHG6IbqCqmzQ', '/channel/UC146qqkUMTrn4nfSSOTNwiA', '/channel/UC1SiZtRQ4_9yZKu-fMb3Otg', '/user/alwaysxcaro', '/user/Nisi156', '/channel/UC3ZkjIfabQzVypsQBd9-AIQ', '/user/coldmirror', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UCF_oOFgq8qwi7HRGTJSsZ-g', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g']"
1,Ypsilon,19200,UC-2D0N8RCgWIHG6IbqCqmzQ,channel,/channel/UC-2D0N8RCgWIHG6IbqCqmzQ,7,"['/user/alwaysxcaro', '/user/Dimxoo', '/channel/UClimlKiB3xLJlpP1BbzfXSA', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UC5sgxwQGzW8BFTqLSMrklJw']"
2,alwaysxcaro,95200,alwaysxcaro,user,/user/alwaysxcaro,11,"['/channel/UC-0NMMeN8FRZTQJ4eLA6snQ', '/channel/UC-2D0N8RCgWIHG6IbqCqmzQ', '/user/crazyhitii', '/channel/UC-PdGWiopIA-FFbutDGkD8Q', '/channel/UC098RYk8HPI1hP-Z7R4izrA', '/user/MagnoliaSchlossallee', '/user/coldmirror', '/channel/UCPiI104i7lyG--fkr3LZTtA', '/user/TwinTVChannel1', '/channel/UCZoFvJwucEgUxDS6Xoz1p2A', '/channel/UCFBapHA35loZ3KZwT_z3BsQ']"
3,eve in lowercase,21300,UC-0NMMeN8FRZTQJ4eLA6snQ,channel,/channel/UC-0NMMeN8FRZTQJ4eLA6snQ,1,['/channel/UCM8qRGoiaLwmMv31L7xeeEQ']
4,Eve Cornwell,375000,UCM8qRGoiaLwmMv31L7xeeEQ,channel,/channel/UCM8qRGoiaLwmMv31L7xeeEQ,6,"['/channel/UC-0NMMeN8FRZTQJ4eLA6snQ', '/channel/UCnQhwPVwcP-DnbUZtIMrupw', '/channel/UCuwUl4_fcRio_valO7_lxjA', '/user/codyko69', '/channel/UCUu64gYXG6IxLykJwIn_LKw', '/user/Chuntzit']"
5,bestdressed,3810000,UCnQhwPVwcP-DnbUZtIMrupw,channel,/channel/UCnQhwPVwcP-DnbUZtIMrupw,1,['/channel/UC5kg4QWKmOwr-0yR5LKKZZg']
6,bestmess,538000,UC5kg4QWKmOwr-0yR5LKKZZg,channel,/channel/UC5kg4QWKmOwr-0yR5LKKZZg,1,['/channel/UCnQhwPVwcP-DnbUZtIMrupw']
7,Mike's Mic,518000,UCuwUl4_fcRio_valO7_lxjA,channel,/channel/UCuwUl4_fcRio_valO7_lxjA,10,"['/channel/UCpvL1GWi5SN7VTZpEdGjSug', '/channel/UCvYsX1hQ88kHCvTEsZkRU2g', '/channel/UCTXV1vamTrEVSDgAhhBM4qQ', '/channel/UCM8qRGoiaLwmMv31L7xeeEQ', '/channel/UC78cxCAcp7JfQPgKxYdyGrg', '/channel/UCTz67lUTnS7EcH7MlSv930w', '/user/LarryVonVanity', '/user/twaimz', '/user/Kurzgesagt', '/channel/UCDkRPbUAnjbzCvLPgPsvpIw']"
8,Jumping In An Elevator,58900,UCpvL1GWi5SN7VTZpEdGjSug,channel,/channel/UCpvL1GWi5SN7VTZpEdGjSug,0,[]
9,caroline ricke,325000,UCvYsX1hQ88kHCvTEsZkRU2g,channel,/channel/UCvYsX1hQ88kHCvTEsZkRU2g,1,['/channel/UC6jmtwJ1j9jrOCA_Txm-Pyg']
10,Don't Be Ugly Podcast,9320,UC6jmtwJ1j9jrOCA_Txm-Pyg,channel,/channel/UC6jmtwJ1j9jrOCA_Txm-Pyg,0,[]
11,Levi Bernhardt,298000,UCTXV1vamTrEVSDgAhhBM4qQ,channel,/channel/UCTXV1vamTrEVSDgAhhBM4qQ,1,['/channel/UCUe5Xtr_YP6YBUgBd63Z8mQ']
12,levi live,9540,UCUe5Xtr_YP6YBUgBd63Z8mQ,channel,/channel/UCUe5Xtr_YP6YBUgBd63Z8mQ,0,[]
13,emma chamberlain,11200000,UC78cxCAcp7JfQPgKxYdyGrg,channel,/channel/UC78cxCAcp7JfQPgKxYdyGrg,0,[]
14,Don's Life,529000,UCTz67lUTnS7EcH7MlSv930w,channel,/channel/UCTz67lUTnS7EcH7MlSv930w,0,[]
15,LARRAY,8450000,LarryVonVanity,user,/user/LarryVonVanity,1,['/channel/UCenIfWzMrhlW0NL6_UUZ9wA']
16,LARRI,344000,UCenIfWzMrhlW0NL6_UUZ9wA,channel,/channel/UCenIfWzMrhlW0NL6_UUZ9wA,1,['/user/LarryVonVanity']
17,twaimz,4520000,twaimz,user,/user/twaimz,0,[]
18,Kurzgesagt – In a Nutshell,17300000,Kurzgesagt,user,/user/Kurzgesagt,2,"['/user/KurzgesagtDE', '/channel/UCZcvCpFcLxOKGbMocVgLjEA']"
19,Dinge Erklärt – Kurzgesagt,1590000,KurzgesagtDE,user,/user/KurzgesagtDE,7,"['/channel/UCPiI104i7lyG--fkr3LZTtA', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCVHD23taURtIiYmbabqvglA', '/user/MrWissen2go', '/channel/UCsVWpmoRsNAWZb59b6Pt9Kg', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q']"
20,En Pocas Palabras – Kurzgesagt,537000,UCZcvCpFcLxOKGbMocVgLjEA,channel,/channel/UCZcvCpFcLxOKGbMocVgLjEA,2,"['/user/Kurzgesagt', '/user/KurzgesagtDE']"
21,Kelly Stamps,660000,UCDkRPbUAnjbzCvLPgPsvpIw,channel,/channel/UCDkRPbUAnjbzCvLPgPsvpIw,0,[]
22,Cody Ko,5790000,codyko69,user,/user/codyko69,5,"['/channel/UCy06jHRS_82N2i5v1YL7glQ', '/channel/UCjK3S9T9x_FYB2yAQFfUnEQ', '/channel/UC4sf8XtH_uXnwNP699luQVQ', '/channel/UCr2YGSi6k38GdeVzwXpbmmw', '/channel/UCZym84-cGUKAf1T2isIIXvw']"
23,Cody & Ko,1450000,UCy06jHRS_82N2i5v1YL7glQ,channel,/channel/UCy06jHRS_82N2i5v1YL7glQ,3,"['/user/codyko69', '/channel/UC4sf8XtH_uXnwNP699luQVQ', '/channel/UCr2YGSi6k38GdeVzwXpbmmw']"
24,Tiny Meat Gang,1160000,UC4sf8XtH_uXnwNP699luQVQ,channel,/channel/UC4sf8XtH_uXnwNP699luQVQ,1,['/user/codyko69']
25,Insanely Chill,246000,UCr2YGSi6k38GdeVzwXpbmmw,channel,/channel/UCr2YGSi6k38GdeVzwXpbmmw,3,"['/user/codyko69', '/channel/UCy06jHRS_82N2i5v1YL7glQ', '/channel/UC4sf8XtH_uXnwNP699luQVQ']"
26,Cody Ko Shorts,18900,UCjK3S9T9x_FYB2yAQFfUnEQ,channel,/channel/UCjK3S9T9x_FYB2yAQFfUnEQ,5,"['/user/codyko69', '/channel/UCy06jHRS_82N2i5v1YL7glQ', '/channel/UC4sf8XtH_uXnwNP699luQVQ', '/channel/UCr2YGSi6k38GdeVzwXpbmmw', '/channel/UCZym84-cGUKAf1T2isIIXvw']"
27,Kelsey Kreppel,922000,UCZym84-cGUKAf1T2isIIXvw,channel,/channel/UCZym84-cGUKAf1T2isIIXvw,0,[]
28,Soony Sun,193000,UCUu64gYXG6IxLykJwIn_LKw,channel,/channel/UCUu64gYXG6IxLykJwIn_LKw,0,[]
29,Chris Fleming,434000,Chuntzit,user,/user/Chuntzit,7,"['/channel/UC-fdzympAmnctiOsqyuOFhA', '/user/chriscubed', '/user/robbyroadsteamer', '/channel/UCQ-02JpYnWFLV4GnuFFu2TA', '/user/BlakeWComedy', '/channel/UCjohrRJ1NBg6SGnBc_VlOdw', '/user/torturedteenagestyle']"
30,Brian Heveron-Smith,235,UC-fdzympAmnctiOsqyuOFhA,channel,/channel/UC-fdzympAmnctiOsqyuOFhA,3,"['/user/Chuntzit', '/channel/UCQ-02JpYnWFLV4GnuFFu2TA', '/user/bheveron']"
31,Melissa Strype,5470,UCQ-02JpYnWFLV4GnuFFu2TA,channel,/channel/UCQ-02JpYnWFLV4GnuFFu2TA,2,"['/user/Chuntzit', '/channel/UC-fdzympAmnctiOsqyuOFhA']"
32,Brian HS,46,bheveron,user,/user/bheveron,2,"['/user/chriscubed', '/user/Chuntzit']"
33,chriscubed,871,chriscubed,user,/user/chriscubed,3,"['/user/MCMrNapkins', '/user/thesketchies', '/user/Chuntzit']"
34,MCMrNapkins,28800,MCMrNapkins,user,/user/MCMrNapkins,0,[]
35,thesketchies,142,thesketchies,user,/user/thesketchies,0,[]
36,Rob Potylo,13200,robbyroadsteamer,user,/user/robbyroadsteamer,0,[]
37,BlakeWComedy,36,BlakeWComedy,user,/user/BlakeWComedy,2,"['/user/NormMacdonaldLive', '/user/nextweekinhistory']"
38,Norm Macdonald,296000,NormMacdonaldLive,user,/user/NormMacdonaldLive,0,[]
39,nextweekinhistory,377,nextweekinhistory,user,/user/nextweekinhistory,0,[]
40,Marcus Allen: The Web Series,106,UCjohrRJ1NBg6SGnBc_VlOdw,channel,/channel/UCjohrRJ1NBg6SGnBc_VlOdw,5,"['/channel/UC-fdzympAmnctiOsqyuOFhA', '/channel/UCQ-02JpYnWFLV4GnuFFu2TA', '/user/BillDerpStudios', '/channel/UCXPSZxKdorZrFW_RrKT5x3w', '/user/Chuntzit']"
41,Keith Conner,572,BillDerpStudios,user,/user/BillDerpStudios,0,[]
42,S. Chaparral,5,UCXPSZxKdorZrFW_RrKT5x3w,channel,/channel/UCXPSZxKdorZrFW_RrKT5x3w,3,"['/user/MixWithTheMASTERS', '/user/ArchitecturalDigest', '/user/rhettandlink2']"
43,Haley Blais,169000,torturedteenagestyle,user,/user/torturedteenagestyle,0,[]
44,crazyhitii,2730,crazyhitii,user,/user/crazyhitii,6,"['/channel/UC-59s1w6gpuuv8Eu_kBb54A', '/user/Nialies', '/user/sienduk', '/user/jasonoschultzz', '/channel/UC0mNj7YOPIy33hByA8O9HYQ', '/user/Elienerys']"
45,Mark Tuan,2910000,UC-59s1w6gpuuv8Eu_kBb54A,channel,/channel/UC-59s1w6gpuuv8Eu_kBb54A,0,[]
46,Nialies,11000,Nialies,user,/user/Nialies,0,[]
47,Сыендук,7110000,sienduk,user,/user/sienduk,3,"['/channel/UCI7wFB02qTLOPqO8mss4eFQ', '/user/siendubs', '/user/siendukLIVE']"
48,ЕГОР,743000,UCI7wFB02qTLOPqO8mss4eFQ,channel,/channel/UCI7wFB02qTLOPqO8mss4eFQ,6,"['/user/sienduk', '/channel/UC4yxdlsaRT6WpZ_FZQ6uIpQ', '/user/Spoontamer', '/user/psychodozerLive', '/user/usachevShow', '/channel/UC7APjv3NotZXg67k4z9PRJA']"
49,Satyr,1920000,UC4yxdlsaRT6WpZ_FZQ6uIpQ,channel,/channel/UC4yxdlsaRT6WpZ_FZQ6uIpQ,2,"['/channel/UCFlgUl-RjpwdqO9c0UQwBlg', '/channel/UCMCgOm8GZkHp8zJ6l7_hIuA']"
50,Eighty Eight,608,UCFlgUl-RjpwdqO9c0UQwBlg,channel,/channel/UCFlgUl-RjpwdqO9c0UQwBlg,0,[]
51,вДудь,9710000,UCMCgOm8GZkHp8zJ6l7_hIuA,channel,/channel/UCMCgOm8GZkHp8zJ6l7_hIuA,0,[]
52,Данила Поперечный,3320000,Spoontamer,user,/user/Spoontamer,5,"['/channel/UCZ5lcsur_Nf0k7JACDFD6ig', '/user/usachevShow', '/user/psychodozerLive', '/user/DLGreez', '/user/iLichShow']"
53,Секретный канал Поперечного,31500,UCZ5lcsur_Nf0k7JACDFD6ig,channel,/channel/UCZ5lcsur_Nf0k7JACDFD6ig,1,['/user/Spoontamer']
54,Руслан Усачев,2640000,usachevShow,user,/user/usachevShow,6,"['/user/PewDiePie', '/channel/UC1JTQBa5QxZCpXrFSkMxmPw', '/user/Spoontamer', '/user/psychodozerLive', '/user/YourUShow', '/channel/UCI7wFB02qTLOPqO8mss4eFQ']"
55,Канал Кшиштовского,584000,psychodozerLive,user,/user/psychodozerLive,7,"['/user/sienduk', '/channel/UC4yxdlsaRT6WpZ_FZQ6uIpQ', '/channel/UC7APjv3NotZXg67k4z9PRJA', '/user/usachevShow', '/user/Spoontamer', '/channel/UCI7wFB02qTLOPqO8mss4eFQ', '/user/YourUShow']"
56,УСПЕШНАЯ ГРУППА,2930000,DLGreez,user,/user/DLGreez,1,['/user/iLichShow']
57,iLichShow,1300000,iLichShow,user,/user/iLichShow,0,[]
58,Кир Агашков,16800,UC7APjv3NotZXg67k4z9PRJA,channel,/channel/UC7APjv3NotZXg67k4z9PRJA,5,"['/user/usachevShow', '/user/Spoontamer', '/user/YourUShow', '/user/psychodozerLive', '/channel/UCI7wFB02qTLOPqO8mss4eFQ']"
59,ANOIR,437000,YourUShow,user,/user/YourUShow,2,"['/user/psychodozerLive', '/user/usachevShow']"
60,[сундучный архив],310000,siendubs,user,/user/siendubs,2,"['/user/sienduk', '/user/siendukLIVE']"
61,сыс тв,-1,siendukLIVE,user,/user/siendukLIVE,1,['/user/sienduk']
62,HeavyHalo,2530,jasonoschultzz,user,/user/jasonoschultzz,1,['/channel/UCX55wYwuxltE_HzzWcRPkgw']
63,heartxout;,4270,UCX55wYwuxltE_HzzWcRPkgw,channel,/channel/UCX55wYwuxltE_HzzWcRPkgw,11,"['/channel/UC-CncqoKlxCZSBS100ZYw8g', '/user/Nialies', '/user/jasonoschultzz', '/channel/UC0M3eWyPCmso9Tbl_QVO-iA', '/channel/UC0f6XBrZ6MBzeCm4vvQRoCA', '/user/ToveLoVEVO', '/user/Gytaket', '/user/lightningxdisaster', '/user/GreatWhiteRep', '/user/69britchcf2', '/user/xLotsFanx']"
64,golden hour,3920,UC-CncqoKlxCZSBS100ZYw8g,channel,/channel/UC-CncqoKlxCZSBS100ZYw8g,6,"['/user/Bilanka960', '/channel/UCu85Qsdd9y61VgBwU0ZEHCA', '/channel/UCVUMN5GBdMQ_B82Myu1VN0A', '/channel/UCk-UrK1mxW5wMrxWrVIG-Xw', '/user/Ashimija', '/channel/UCsJJ-uLrxcYNJ8A0X4E7k5w']"
65,NiceSinner,27300,Bilanka960,user,/user/Bilanka960,7,"['/channel/UC-CncqoKlxCZSBS100ZYw8g', '/user/kseniyaflamer', '/channel/UCVUMN5GBdMQ_B82Myu1VN0A', '/channel/UCu85Qsdd9y61VgBwU0ZEHCA', '/channel/UCsJJ-uLrxcYNJ8A0X4E7k5w', '/channel/UCTkL2hI0A-Zfid4O9RvXVtw', '/channel/UCk-UrK1mxW5wMrxWrVIG-Xw']"
66,by haze,2210,UCu85Qsdd9y61VgBwU0ZEHCA,channel,/channel/UCu85Qsdd9y61VgBwU0ZEHCA,4,"['/channel/UC-CncqoKlxCZSBS100ZYw8g', '/user/Bilanka960', '/user/kseniyaflamer', '/channel/UCVUMN5GBdMQ_B82Myu1VN0A']"
67,tediadem,3810,UCVUMN5GBdMQ_B82Myu1VN0A,channel,/channel/UCVUMN5GBdMQ_B82Myu1VN0A,3,"['/user/Bilanka960', '/channel/UC-CncqoKlxCZSBS100ZYw8g', '/channel/UCu85Qsdd9y61VgBwU0ZEHCA']"
68,ellieauditore,1670,UCk-UrK1mxW5wMrxWrVIG-Xw,channel,/channel/UCk-UrK1mxW5wMrxWrVIG-Xw,2,"['/channel/UC-CncqoKlxCZSBS100ZYw8g', '/user/Bilanka960']"
69,shakugan,1150,Ashimija,user,/user/Ashimija,4,"['/channel/UC-CncqoKlxCZSBS100ZYw8g', '/user/crazyhitii', '/user/sienduk', '/channel/UC0DMz5NrvorA0hWxp4IHpPA']"
70,blue mile,1460,UCsJJ-uLrxcYNJ8A0X4E7k5w,channel,/channel/UCsJJ-uLrxcYNJ8A0X4E7k5w,3,"['/channel/UC-CncqoKlxCZSBS100ZYw8g', '/user/Bilanka960', '/channel/UCk-UrK1mxW5wMrxWrVIG-Xw']"
71,twilightdarks,-1,UC0M3eWyPCmso9Tbl_QVO-iA,channel,/channel/UC0M3eWyPCmso9Tbl_QVO-iA,0,[]
72,Disastrous,2940,UC0f6XBrZ6MBzeCm4vvQRoCA,channel,/channel/UC0f6XBrZ6MBzeCm4vvQRoCA,6,"['/channel/UCxzfo7ldqw9ZuOm7ZC8XAnA', '/channel/UCxTNDniC9iz8wq6TMu_zFOw', '/channel/UCV8GXEC3ltnsPfUduLArl-A', '/channel/UCyPU8Zah9qXi7Z3jOp35LQg', '/channel/UCWZ70iPD8DSjWCoV-8uI2lw', '/user/charizzaard']"
73,katta,954,UCxzfo7ldqw9ZuOm7ZC8XAnA,channel,/channel/UCxzfo7ldqw9ZuOm7ZC8XAnA,0,[]
74,Lost In Film,6070,UCxTNDniC9iz8wq6TMu_zFOw,channel,/channel/UCxTNDniC9iz8wq6TMu_zFOw,0,[]
75,goldxnoir,42100,UCV8GXEC3ltnsPfUduLArl-A,channel,/channel/UCV8GXEC3ltnsPfUduLArl-A,6,"['/channel/UC-FewVBqHivOkOKG-rUcbTw', '/user/DuaLipa1', '/channel/UC-Jo3qUcaJPx7fyUJXOjMyw', '/user/xMyOwnRainbowx', '/user/Alvaro7SQ', '/channel/UC0f6XBrZ6MBzeCm4vvQRoCA']"
76,suki,3070,UCyPU8Zah9qXi7Z3jOp35LQg,channel,/channel/UCyPU8Zah9qXi7Z3jOp35LQg,0,[]
77,Jane'sxwonderland,5430,UCWZ70iPD8DSjWCoV-8uI2lw,channel,/channel/UCWZ70iPD8DSjWCoV-8uI2lw,0,[]
78,charizzaard,23100,charizzaard,user,/user/charizzaard,2,"['/user/jasonoschultzz', '/user/BlackVioletsx']"
79,ToveLoVEVO,-1,ToveLoVEVO,user,/user/ToveLoVEVO,3,"['/user/VEVO', '/user/SelenaGomezVEVO', '/user/keshaVEVO']"
80,Vevo,20,VEVO,user,/user/VEVO,0,[]
81,SelenaGomezVEVO,-1,SelenaGomezVEVO,user,/user/SelenaGomezVEVO,1,['/user/VEVO']
82,keshaVEVO,-1,keshaVEVO,user,/user/keshaVEVO,1,['/user/VEVO']
83,Gytaket,3720,Gytaket,user,/user/Gytaket,3,"['/user/Gytakei', '/user/gytutorials', '/channel/UCWHWg37jjxGDjiVMOBj7F3A']"
84,Gytakei,116,Gytakei,user,/user/Gytakei,1,['/user/Gytaket']
85,GyTutorials,231,gytutorials,user,/user/gytutorials,1,['/user/disastertutorials']
86,QueerBitches,688,UCWHWg37jjxGDjiVMOBj7F3A,channel,/channel/UCWHWg37jjxGDjiVMOBj7F3A,4,"['/user/xSkullgirl808', '/user/xLotsFanx', '/user/69britchcf2', '/channel/UCX55wYwuxltE_HzzWcRPkgw']"
87,lightningxdisaster,63600,lightningxdisaster,user,/user/lightningxdisaster,4,"['/user/GayStudios', '/user/disastertutorials', '/user/lightningdisastro', '/user/xlightningdisaster']"
88,GayStudios,9100,GayStudios,user,/user/GayStudios,5,"['/user/xSkullgirl808', '/channel/UCX55wYwuxltE_HzzWcRPkgw', '/user/Gytaket', '/user/xLotsFanx', '/user/69britchcf2']"
89,disastertutorials,7580,disastertutorials,user,/user/disastertutorials,1,['/user/lightningxdisaster']
90,lightningdisastro,8890,lightningdisastro,user,/user/lightningdisastro,3,"['/user/lightningxdisaster', '/user/xlightningdisaster', '/user/disastertutorials']"
91,xlightningdisaster,1630,xlightningdisaster,user,/user/xlightningdisaster,2,"['/user/lightningxdisaster', '/user/lightningdisastro']"
92,StaticLines,16700,GreatWhiteRep,user,/user/GreatWhiteRep,2,"['/user/TheRealKarinaB', '/user/justxxelenaxx']"
93,karina bee,1950,TheRealKarinaB,user,/user/TheRealKarinaB,0,[]
94,26rise,-1,justxxelenaxx,user,/user/justxxelenaxx,1,['/user/justxxelenaxx']
95,xBritneyAlisonx,1140,69britchcf2,user,/user/69britchcf2,6,"['/user/69mauri2', '/channel/UCezsct4NhqGHFnqygMFi8CA', '/user/CintyProduction', '/user/GODNEYproductionss', '/user/lightningxdisaster', '/user/xXWhisperOfDreamsXx']"
96,69mauri2,19,69mauri2,user,/user/69mauri2,1,['/channel/UC-9-kyTW8ZkZNDHQJ6FgpwQ']
97,Spears Studios,199,UCezsct4NhqGHFnqygMFi8CA,channel,/channel/UCezsct4NhqGHFnqygMFi8CA,3,"['/user/69britchcf2', '/user/GreatWhiteRep', '/user/GODNEYproductionss']"
98,SwiftBloom,835,CintyProduction,user,/user/CintyProduction,1,['/user/69britchcf2']
99,ItsGodneyBitch,1950,GODNEYproductionss,user,/user/GODNEYproductionss,1,['/user/69britchcf2']
100,xXWhisperOfDreamsXx,-1,xXWhisperOfDreamsXx,user,/user/xXWhisperOfDreamsXx,1,['/channel/UC0casBeSIoWNoK1iH-F66pA']
101,xLotsFanx,12700,xLotsFanx,user,/user/xLotsFanx,10,"['/channel/UCWHWg37jjxGDjiVMOBj7F3A', '/channel/UCpscOuszUBEzzsSDsGl848Q', '/channel/UC8eGgrA_nTwWS6nU0WcgZwQ', '/channel/UCJXPqG379xZAdYRjX3ITk6A', '/user/xSkullgirl808', '/user/Gytaket', '/user/lightningxdisaster', '/user/69britchcf2', '/user/GreatWhiteRep', '/channel/UCX55wYwuxltE_HzzWcRPkgw']"
102,TheFamilyBusiness,916,UCpscOuszUBEzzsSDsGl848Q,channel,/channel/UCpscOuszUBEzzsSDsGl848Q,0,[]
103,NoughtyHoes,54,UC8eGgrA_nTwWS6nU0WcgZwQ,channel,/channel/UC8eGgrA_nTwWS6nU0WcgZwQ,5,"['/user/xSkullgirl808', '/user/xLotsFanx', '/user/GreatWhiteRep', '/user/skyesweetcherry', '/user/ChemAttraction']"
104,Daydreamers,1400,UCJXPqG379xZAdYRjX3ITk6A,channel,/channel/UCJXPqG379xZAdYRjX3ITk6A,0,[]
105,AzureLight,3670,xSkullgirl808,user,/user/xSkullgirl808,1,['/user/xLotsFanx']
106,Desperadoes,7440,UC0mNj7YOPIy33hByA8O9HYQ,channel,/channel/UC0mNj7YOPIy33hByA8O9HYQ,12,"['/user/EnchantedxPassion', '/channel/UCTj8PwZT7P9BgAS1J_4pU7w', '/user/xHeather360x', '/user/lightningxdisaster', '/user/AnneSoshi', '/user/MissKateLoneliness', '/user/Shainira', '/user/sparksfly221', '/user/kseniyaflamer', '/user/dantheman8251', '/user/AnotherFallingLeaf', '/user/MsScodders']"
107,EnchantedxPassion,24500,EnchantedxPassion,user,/user/EnchantedxPassion,6,"['/channel/UC-922j149h6zLpny2h8NYBw', '/user/YTBKanal', '/user/crazyhitii', '/user/Nialies', '/user/xMyOwnRainbowx', '/user/Alvaro7SQ']"
108,bellqueen,3990,UC-922j149h6zLpny2h8NYBw,channel,/channel/UC-922j149h6zLpny2h8NYBw,0,[]
109,YTB,4250,YTBKanal,user,/user/YTBKanal,0,[]
110,xMyOwnRainbowx,6520,xMyOwnRainbowx,user,/user/xMyOwnRainbowx,0,[]
111,alvxprodz,6510,Alvaro7SQ,user,/user/Alvaro7SQ,4,"['/channel/UCQXlTDv63qN-oPpdvaPCPCA', '/channel/UCZvvNVBD6SqbtibdrQ7Bwvw', '/channel/UCyXlVAZS44AHLDsyQh_1_gQ', '/channel/UCPx6Yzm8YTanX2izEbbso1g']"
112,TheNaglaTeam,-1,UCQXlTDv63qN-oPpdvaPCPCA,channel,/channel/UCQXlTDv63qN-oPpdvaPCPCA,1,['/user/Alvaro7SQ']
113,thethirdone,676,UCZvvNVBD6SqbtibdrQ7Bwvw,channel,/channel/UCZvvNVBD6SqbtibdrQ7Bwvw,1,['/user/Alvaro7SQ']
114,alvxcolors,-1,UCyXlVAZS44AHLDsyQh_1_gQ,channel,/channel/UCyXlVAZS44AHLDsyQh_1_gQ,2,"['/user/Alvaro7SQ', '/channel/UCPx6Yzm8YTanX2izEbbso1g']"
115,xalvprodz,88,UCPx6Yzm8YTanX2izEbbso1g,channel,/channel/UCPx6Yzm8YTanX2izEbbso1g,2,"['/user/Alvaro7SQ', '/channel/UCyXlVAZS44AHLDsyQh_1_gQ']"
116,Marie S,6900,UCTj8PwZT7P9BgAS1J_4pU7w,channel,/channel/UCTj8PwZT7P9BgAS1J_4pU7w,3,"['/user/GayStudios', '/channel/UC0mNj7YOPIy33hByA8O9HYQ', '/channel/UCtCN37KU2BT5bsE4ipdj5cw']"
117,Cool Kids Squad,977,UCtCN37KU2BT5bsE4ipdj5cw,channel,/channel/UCtCN37KU2BT5bsE4ipdj5cw,12,"['/user/AnneSoshi', '/user/Alvaro7SQ', '/user/EnchantedxPassion', '/user/hardbecks', '/user/Ilovehertjes', '/user/misstelena1', '/user/LoveLizGillies', '/user/skyesweetcherry', '/user/stillhotterthenyours', '/user/SunnySmile2413', '/user/nabihaprickles', '/user/xDelicateMuse']"
118,AnneSoshi,115000,AnneSoshi,user,/user/AnneSoshi,7,"['/user/crazyhitii', '/user/Nialies', '/user/Alvaro7SQ', '/channel/UC-d6JGkTbo6NGNlt6xigmmA', '/user/jasonoschultzz', '/user/missjessieban', '/channel/UC0mNj7YOPIy33hByA8O9HYQ']"
119,hardbecks,15100,hardbecks,user,/user/hardbecks,5,"['/user/skyesweetcherry', '/user/katyazhuravlik', '/user/Ilovehertjes', '/channel/UCtCN37KU2BT5bsE4ipdj5cw', '/channel/UCyYtGtuyG3lVr78QESgP2-A']"
120,Ilovehertjes,17800,Ilovehertjes,user,/user/Ilovehertjes,5,"['/channel/UCtCN37KU2BT5bsE4ipdj5cw', '/user/hardbecks', '/user/SunnySmile2413', '/user/nabihaprickles', '/user/stillhotterthenyours']"
121,ImpossibleGirl,2230,misstelena1,user,/user/misstelena1,4,"['/channel/UC-BK4D1LgOFgeH26l3CBF9w', '/user/JakeDunsbridge', '/user/Alvaro7SQ', '/channel/UC-d6JGkTbo6NGNlt6xigmmA']"
122,MidnightSky,11600,LoveLizGillies,user,/user/LoveLizGillies,5,"['/user/Glassslipperbeauty', '/channel/UC-F3kTU4V680v550AavEOsQ', '/user/AnneSoshi', '/user/SunnySmile2413', '/user/hardbecks']"
123,skyesweetcherry,18500,skyesweetcherry,user,/user/skyesweetcherry,2,"['/channel/UCtCN37KU2BT5bsE4ipdj5cw', '/channel/UCyYtGtuyG3lVr78QESgP2-A']"
124,stillhotterthanyours,9660,stillhotterthenyours,user,/user/stillhotterthenyours,6,"['/channel/UCtCN37KU2BT5bsE4ipdj5cw', '/user/SunnySmile2413', '/user/EnchantedxPassion', '/user/Ilovehertjes', '/user/AnneSoshi', '/user/nabihaprickles']"
125,SunnyVids,76600,SunnySmile2413,user,/user/SunnySmile2413,1,['/channel/UC-0td1u5jNbGmcjznCV9ZxA']
126,warmhearth,3330,nabihaprickles,user,/user/nabihaprickles,7,"['/user/Ilovehertjes', '/user/katyazhuravlik', '/user/SunnySmile2413', '/user/stillhotterthenyours', '/user/AnneSoshi', '/user/MsSweetSerialKiller', '/user/xDelicateMuse']"
127,xDelicateMuse,3030,xDelicateMuse,user,/user/xDelicateMuse,0,[]
128,xHeather360x,87300,xHeather360x,user,/user/xHeather360x,0,[]
129,Kitty Kat,42100,MissKateLoneliness,user,/user/MissKateLoneliness,0,[]
