,Name,Subs,Identifier,Type,Full_identifier,Nr_featured,Featured
839,Savvas Papasavva,104000,miscpro,user,/user/miscpro,1,['/user/Jayscustomcreations']
840,Sean Rubino,17800,seanrubino,user,/user/seanrubino,2,"['/channel/UC-4vut96_4QsQeogaWqxjHw', '/user/Jayscustomcreations']"
841,360 WoodWorking,5070,UC-4vut96_4QsQeogaWqxjHw,channel,/channel/UC-4vut96_4QsQeogaWqxjHw,0,[]
842,JonLajoie,1470000,jonlajoie,user,/user/jonlajoie,0,[]
843,Channel 5 with Andrew Callaghan,1410000,UC-AQKm7HUNMmxjdS371MSwg,channel,/channel/UC-AQKm7HUNMmxjdS371MSwg,0,[]
844,Pat Lap,30500,UCcM_SykaFqrxVnq52MjI6UA,channel,/channel/UCcM_SykaFqrxVnq52MjI6UA,3,"['/user/miscpro', '/user/seanrubino', '/channel/UC-4vut96_4QsQeogaWqxjHw']"
845,tim sway,101000,timsway,user,/user/timsway,0,[]
846,jimmydiresta,1940000,jimmydiresta,user,/user/jimmydiresta,5,"['/user/seanrubino', '/user/Jayscustomcreations', '/channel/UC-AQKm7HUNMmxjdS371MSwg', '/channel/UCYH-XXUE2QDaWKvABsWJh8w', '/user/DavidWaelder']"
847,David Waelder,122000,DavidWaelder,user,/user/DavidWaelder,6,"['/user/TheCGBro', '/user/seanrubino', '/user/KQEDDeepLook', '/user/Jayscustomcreations', '/user/jimmydiresta', '/channel/UCYH-XXUE2QDaWKvABsWJh8w']"
848,Giaco Whatever,531000,UCYH-XXUE2QDaWKvABsWJh8w,channel,/channel/UCYH-XXUE2QDaWKvABsWJh8w,4,"['/user/miscpro', '/user/Jayscustomcreations', '/user/craftedmagazine', '/user/DavidWaelder']"
849,frank howarth,599000,urbanTrash,user,/user/urbanTrash,12,"['/user/jnightandday', '/user/Jayscustomcreations', '/user/vipergrunt', '/user/astrumspace', '/user/craftedmagazine', '/user/6488jesse', '/user/Matthiaswandel', '/user/StumpyNubsWorkshop', '/user/DrunkenWoodworker', '/user/darbinorvar', '/user/AprilWilkersonDIY', '/user/allaboutanne18']"
850,Joe Scott,1320000,jnightandday,user,/user/jnightandday,1,['/user/Kurzgesagt']
851,R Humphrey,168000,vipergrunt,user,/user/vipergrunt,0,[]
852,Astrum,889000,astrumspace,user,/user/astrumspace,0,[]
853,Crafted Workshop,906000,craftedmagazine,user,/user/craftedmagazine,0,[]
854,Stumpy Nubs,641000,StumpyNubsWorkshop,user,/user/StumpyNubsWorkshop,0,[]
855,Make Something,768000,DrunkenWoodworker,user,/user/DrunkenWoodworker,2,"['/user/jimmydiresta', '/user/Jayscustomcreations']"
856,Darbin Orvar,356000,darbinorvar,user,/user/darbinorvar,0,[]
857,Anne of All Trades,213000,allaboutanne18,user,/user/allaboutanne18,1,['/user/bgfilms']
858,Cosmas Bauer,219000,Alukuchen1992,user,/user/Alukuchen1992,12,"['/user/miscpro', '/user/KQEDDeepLook', '/user/Jayscustomcreations', '/user/MunnBrice', '/user/MuskratLex', '/user/gromfly', '/channel/UCrGMoJ8wzdendcYY8hxISIA', '/user/bellevuesnekkeri', '/user/EngelsCoachShop', '/user/JoergSprave', '/user/dgelbart', '/user/ForgottenWeapons']"
859,Deep Look,1850000,KQEDDeepLook,user,/user/KQEDDeepLook,2,"['/user/destinws2', '/user/Kurzgesagt']"
860,MunnBrice,626,MunnBrice,user,/user/MunnBrice,0,[]
861,Swallow Forge,108000,MuskratLex,user,/user/MuskratLex,0,[]
862,Roman Goff,2450,gromfly,user,/user/gromfly,0,[]
863,Cosel,45300,UCrGMoJ8wzdendcYY8hxISIA,channel,/channel/UCrGMoJ8wzdendcYY8hxISIA,0,[]
864,Bellevue Woodshop,100000,bellevuesnekkeri,user,/user/bellevuesnekkeri,2,"['/user/jpheisz', '/user/Jayscustomcreations']"
865,EngelsCoachShop,167000,EngelsCoachShop,user,/user/EngelsCoachShop,0,[]
866,JoergSprave,2860000,JoergSprave,user,/user/JoergSprave,2,"['/user/destinws2', '/user/Alukuchen1992']"
867,Dan Gelbart,42700,dgelbart,user,/user/dgelbart,0,[]
868,Forgotten Weapons,2280000,ForgottenWeapons,user,/user/ForgottenWeapons,0,[]
869,Surfaced Studio,434000,SurfacedStudio,user,/user/SurfacedStudio,12,"['/channel/UC7cdIRJew8xO2xc2F2FO3jg', '/user/twowandererstravel', '/user/surfacedstudio2', '/user/abeautifulfable', '/user/fablesinfashion', '/user/JimmyAmericaPhoto', '/user/xHairymuppetx', '/user/violetlebeaux', '/user/videocopilot', '/user/filmriot', '/channel/UCqygDczqPpXGYqHXtcsmyFg', '/user/FXhomeHitFilm']"
870,Toby Talks Tech,367,UC7cdIRJew8xO2xc2F2FO3jg,channel,/channel/UC7cdIRJew8xO2xc2F2FO3jg,8,"['/user/SurfacedStudio', '/user/fablesinfashion', '/channel/UCJ_iB-cvItJzLusECVzgTfg', '/user/abeautifulfable', '/user/twowandererstravel', '/user/surfacedstudio2', '/user/violetlebeaux', '/user/JimmyAmericaPhoto']"
871,Fables in Fashion,22700,fablesinfashion,user,/user/fablesinfashion,5,"['/user/abeautifulfable', '/user/twowandererstravel', '/user/SurfacedStudio', '/user/violetlebeaux', '/user/JimmyAmericaPhoto']"
872,Jimmy America,8,UCJ_iB-cvItJzLusECVzgTfg,channel,/channel/UCJ_iB-cvItJzLusECVzgTfg,0,[]
873,A Beautiful Fable,19800,abeautifulfable,user,/user/abeautifulfable,5,"['/user/fablesinfashion', '/user/twowandererstravel', '/user/SurfacedStudio', '/user/violetlebeaux', '/user/JimmyAmericaPhoto']"
874,Two Wanderers,325,twowandererstravel,user,/user/twowandererstravel,5,"['/user/SurfacedStudio', '/user/fablesinfashion', '/user/abeautifulfable', '/channel/UC7cdIRJew8xO2xc2F2FO3jg', '/user/surfacedstudio2']"
875,Toby G,3750,surfacedstudio2,user,/user/surfacedstudio2,5,"['/user/SurfacedStudio', '/user/fablesinfashion', '/user/JimmyAmericaPhoto', '/user/violetlebeaux', '/user/indymogul']"
876,Violet LeBeaux- Tales of an Ingenue,26200,violetlebeaux,user,/user/violetlebeaux,3,"['/user/JimmyAmericaPhoto', '/user/fablesinfashion', '/user/SurfacedStudio']"
877,JimmyAmericaPhoto,1520,JimmyAmericaPhoto,user,/user/JimmyAmericaPhoto,2,"['/user/SurfacedStudio', '/user/PhlearnLLC']"
878,Hairy Starcraft,487,xHairymuppetx,user,/user/xHairymuppetx,7,"['/user/HairymuppetGaming', '/user/ForceSC2strategy', '/user/SurfacedStudio', '/user/fablesinfashion', '/user/CarbotAnimations', '/user/DUCKVILLELOL', '/user/kopenwithit']"
879,Hairymuppet Gaming,62,HairymuppetGaming,user,/user/HairymuppetGaming,1,['/user/xHairymuppetx']
880,Force Gaming,911000,ForceSC2strategy,user,/user/ForceSC2strategy,0,[]
881,CarbotAnimations,1170000,CarbotAnimations,user,/user/CarbotAnimations,0,[]
882,DUCKVILLELOL,729,DUCKVILLELOL,user,/user/DUCKVILLELOL,3,"['/channel/UC-gjznzViwMols6dz89qLbg', '/channel/UC0e3QhIYukixgh5VVpKHH9Q', '/user/CGPGrey']"
883,SeKo Gaming,528,kopenwithit,user,/user/kopenwithit,0,[]
884,Video Copilot,725000,videocopilot,user,/user/videocopilot,0,[]
885,Film Riot,1860000,filmriot,user,/user/filmriot,12,"['/user/filmriotextras', '/user/VariantComics', '/user/VFXProductionsRT', '/user/indymogul', '/user/videocopilot', '/user/aputurephoto', '/user/samandniko', '/user/watchredgiantfilms', '/user/dazexus', '/channel/UC42VsoDtra5hMiXZSsD6eGg', '/user/FXhomeHitFilm', '/user/cinematographydb']"
886,Film Riot Extras,54000,filmriotextras,user,/user/filmriotextras,4,"['/user/filmriot', '/user/VariantComics', '/user/videocopilot', '/user/watchredgiantfilms']"
887,Variant Comics,2360000,VariantComics,user,/user/VariantComics,2,"['/user/filmriot', '/user/IsmaHAWK']"
888,VFX Productions,15200,VFXProductionsRT,user,/user/VFXProductionsRT,2,"['/user/filmriot', '/user/filmriotextras']"
889,Indy Mogul,1300000,indymogul,user,/user/indymogul,3,"['/user/filmriot', '/user/aputurephoto', '/user/samandniko']"
890,Aputure,275000,aputurephoto,user,/user/aputurephoto,0,[]
891,Corridor Crew,5310000,samandniko,user,/user/samandniko,0,[]
892,Red Giant,222000,watchredgiantfilms,user,/user/watchredgiantfilms,4,"['/user/theActionMovieKid', '/user/videocopilot', '/channel/UCqygDczqPpXGYqHXtcsmyFg', '/user/filmriot']"
893,Daniel James,49600,dazexus,user,/user/dazexus,0,[]
894,The Modern Rogue,1340000,UC42VsoDtra5hMiXZSsD6eGg,channel,/channel/UC42VsoDtra5hMiXZSsD6eGg,0,[]
895,FXhome,270000,FXhomeHitFilm,user,/user/FXhomeHitFilm,2,"['/user/filmriot', '/channel/UCqygDczqPpXGYqHXtcsmyFg']"
896,Cinematography Database,280000,cinematographydb,user,/user/cinematographydb,0,[]
897,ActionVFX,55600,UCqygDczqPpXGYqHXtcsmyFg,channel,/channel/UCqygDczqPpXGYqHXtcsmyFg,11,"['/user/ChannelNews0', '/user/SurfacedStudio', '/user/IsmaHAWK', '/user/Hardiskblog', '/user/XVSProductions', '/user/TrueMOBSTER', '/user/RodyPolis', '/user/FXhomeHitFilm', '/user/lonearcherfilms', '/channel/UCv-7AV9139ZwlwTHiBwS-JQ', '/channel/UCu3QH8Bopk7F6MUebBdcDjQ']"
898,Kenan Proffitt,29700,ChannelNews0,user,/user/ChannelNews0,1,['/channel/UCqygDczqPpXGYqHXtcsmyFg']
899,ISMAHAWK,628000,IsmaHAWK,user,/user/IsmaHAWK,3,"['/channel/UCqygDczqPpXGYqHXtcsmyFg', '/user/VariantComics', '/user/lonearcherfilms']"
900,Hardisk,291000,Hardiskblog,user,/user/Hardiskblog,3,"['/user/psychicpebbles', '/user/PewDiePie', '/channel/UC0e3QhIYukixgh5VVpKHH9Q']"
901,Creative Dojo,93100,XVSProductions,user,/user/XVSProductions,0,[]
902,TrueMOBSTER,1720000,TrueMOBSTER,user,/user/TrueMOBSTER,0,[]
903,Rodolphe Pierre-Louis,5740,RodyPolis,user,/user/RodyPolis,1,['/user/FXhomeHitFilm']
904,Film Learnin,163000,lonearcherfilms,user,/user/lonearcherfilms,3,"['/user/JamesNintendoNerd', '/user/SurfacedStudio', '/channel/UCqygDczqPpXGYqHXtcsmyFg']"
905,Hugo's Desk™,41000,UCv-7AV9139ZwlwTHiBwS-JQ,channel,/channel/UCv-7AV9139ZwlwTHiBwS-JQ,1,['/channel/UCqygDczqPpXGYqHXtcsmyFg']
906,Phenomenal Creations,42400,UCu3QH8Bopk7F6MUebBdcDjQ,channel,/channel/UCu3QH8Bopk7F6MUebBdcDjQ,4,"['/user/petermckinnon24', '/user/filmriot', '/user/Vsauce', '/channel/UCqygDczqPpXGYqHXtcsmyFg']"
907,SPACE FROGS,1260000,SpaceFrogsRadio,user,/user/SpaceFrogsRadio,8,"['/user/unsympathischtv', '/user/CuBirds', '/user/Vsauce', '/user/theclavinover', '/user/coldmirror', '/user/mapamundio', '/user/SpaceFrogsPlay', '/user/Fewjar']"
908,unsympathischTV,2770000,unsympathischtv,user,/user/unsympathischtv,12,"['/channel/UC0bgRR8hUU8BLAHn2QWxp5g', '/channel/UC1N1k8WWepGxsnQCjBOO8XQ', '/channel/UC5DHDP4t6M53jN9Gv8QZq4A', '/user/DavidBostStunt2', '/channel/UC6Gc4KQ1ueDnh8x7plaAD3w', '/channel/UC6dLuMKBIj906bKTsgP3a5Q', '/user/bibanator', '/channel/UC8E8eD7mOcnMazJT4laKbFQ', '/user/Kl3ngan', '/channel/UC9k23HZ1xMiqxf4gFfmxr5w', '/channel/UCAMKXUMs-HS1e49hDKxHBXw', '/channel/UCATkAB1WtmlwgA2p0_aLbQg']"
909,Hamid Tailormade Cars,157000,UC1N1k8WWepGxsnQCjBOO8XQ,channel,/channel/UC1N1k8WWepGxsnQCjBOO8XQ,0,[]
910,OnPoint!,360000,UC5DHDP4t6M53jN9Gv8QZq4A,channel,/channel/UC5DHDP4t6M53jN9Gv8QZq4A,0,[]
911,David,241000,DavidBostStunt2,user,/user/DavidBostStunt2,0,[]
912,Trymacs,1970000,UC6Gc4KQ1ueDnh8x7plaAD3w,channel,/channel/UC6Gc4KQ1ueDnh8x7plaAD3w,0,[]
913,Jeremy Fragrance Germany,174000,UC6dLuMKBIj906bKTsgP3a5Q,channel,/channel/UC6dLuMKBIj906bKTsgP3a5Q,0,[]
914,Bibanator,495000,bibanator,user,/user/bibanator,0,[]
915,Domo,403000,UC8E8eD7mOcnMazJT4laKbFQ,channel,/channel/UC8E8eD7mOcnMazJT4laKbFQ,0,[]
916,Klengan,497000,Kl3ngan,user,/user/Kl3ngan,0,[]
917,Kevin James,970000,UC9k23HZ1xMiqxf4gFfmxr5w,channel,/channel/UC9k23HZ1xMiqxf4gFfmxr5w,0,[]
918,Krypto Report,71300,UCAMKXUMs-HS1e49hDKxHBXw,channel,/channel/UCAMKXUMs-HS1e49hDKxHBXw,0,[]
919,Cologne Watch Center,129000,UCATkAB1WtmlwgA2p0_aLbQg,channel,/channel/UCATkAB1WtmlwgA2p0_aLbQg,0,[]
920,CuBird,7860,CuBirds,user,/user/CuBirds,12,"['/user/psychicpebbles', '/channel/UC-bj-IAjOcg9rfAxujMtzcw', '/user/TimeToDrei', '/user/TommyBlackoutmusic', '/user/mariemeimberg', '/user/whatever', '/channel/UC9Yz-fb-yXWRAMfVF0_medg', '/user/LeFloid', '/user/Frodoapparat', '/user/Fewjar', '/user/Lindhauch', '/user/SpaceFrogsEnt']"
921,psychicpebbles,1440000,psychicpebbles,user,/user/psychicpebbles,0,[]
922,Das Netzwerk,27000,UC-bj-IAjOcg9rfAxujMtzcw,channel,/channel/UC-bj-IAjOcg9rfAxujMtzcw,2,"['/channel/UC8F7jkwz6PdZfiod0CTtVKA', '/user/BeHaind']"
923,TimeToDrei,14300,TimeToDrei,user,/user/TimeToDrei,1,['/channel/UCb-cM927p9tWkqmpOrBabOQ']
924,Tommy Blackout,7350,TommyBlackoutmusic,user,/user/TommyBlackoutmusic,3,"['/user/Fewjar', '/user/mariemeimberg', '/user/theclavinover']"
925,mariemeimberg,-1,mariemeimberg,user,/user/mariemeimberg,0,[]
926,whatever,3890000,whatever,user,/user/whatever,0,[]
927,Zhong To,80,UC9Yz-fb-yXWRAMfVF0_medg,channel,/channel/UC9Yz-fb-yXWRAMfVF0_medg,5,"['/user/alive4fashion', '/user/LeFloid', '/user/DoktorFroid', '/user/CuBirds', '/user/theclavinover']"
928,LeFloid,-1,LeFloid,user,/user/LeFloid,4,"['/user/DoktorFroid', '/user/SpaceFrogsRadio', '/user/theclavinover', '/user/ninotakutv']"
929,Frodoapparat,97000,Frodoapparat,user,/user/Frodoapparat,10,"['/user/DoktorFroid', '/user/Fewjar', '/user/LeFloid', '/user/SpaceFrogsEnt', '/user/SpaceFrogsRadio', '/user/SpaceFrogsPlay', '/user/Malwanne', '/user/alive4fashion', '/user/DVDKritik', '/user/RobBubble']"
930,Fewjar,73600,Fewjar,user,/user/Fewjar,0,[]
931,Flo der Producer,561,Lindhauch,user,/user/Lindhauch,3,"['/user/psychicpebbles', '/user/LeFloid', '/user/DoktorFroid']"
932,DEAD FROGS,727000,SpaceFrogsEnt,user,/user/SpaceFrogsEnt,6,"['/user/SpaceFrogsRadio', '/user/SpaceFrogsPlay', '/user/LeFloid', '/user/Frodoapparat', '/user/theclavinover', '/user/RobBubble']"
933,Vsauce,17300000,Vsauce,user,/user/Vsauce,12,"['/user/jakechudnow', '/user/CGPGrey', '/user/pbsideachannel', '/channel/UC4Abl9Z_dKFxA7fRFnGPLiA', '/channel/UC4UHJRFbzu7JXNjeUBd8dwQ', '/user/henryseg', '/user/destinws2', '/channel/UC6NEXZflFAvd1b7cAIe3XOw', '/user/allinaday', '/user/physicswoman', '/user/MarkDouglas', '/channel/UC7_gcs09iThXybpVgjHZ_7g']"
934,Jake Chudnow,102000,jakechudnow,user,/user/jakechudnow,2,"['/user/Vsauce', '/user/minutephysics']"
935,CGP Grey,5170000,CGPGrey,user,/user/CGPGrey,0,[]
936,PBS Idea Channel,773000,pbsideachannel,user,/user/pbsideachannel,3,"['/user/CGPGrey', '/user/2veritasium', '/user/thephilosophytube']"
937,The Create Unknown,36600,UC4Abl9Z_dKFxA7fRFnGPLiA,channel,/channel/UC4Abl9Z_dKFxA7fRFnGPLiA,1,['/user/Vsauce']
938,Joan Cornellà,91500,UC4UHJRFbzu7JXNjeUBd8dwQ,channel,/channel/UC4UHJRFbzu7JXNjeUBd8dwQ,0,[]
939,Henry Segerman,34600,henryseg,user,/user/henryseg,0,[]
940,SmarterEveryDay,10100000,destinws2,user,/user/destinws2,4,"['/user/1veritasium', '/user/Vsauce', '/user/physicswoman', '/user/allaboutanne18']"
941,Youtube Pedant,17500,UC6NEXZflFAvd1b7cAIe3XOw,channel,/channel/UC6NEXZflFAvd1b7cAIe3XOw,1,['/user/Techmoan']
942,David Hoffman,731000,allinaday,user,/user/allinaday,0,[]
943,Physics Girl,2130000,physicswoman,user,/user/physicswoman,1,['/user/1veritasium']
944,MarkDouglas,76100,MarkDouglas,user,/user/MarkDouglas,2,"['/user/Vsauce', '/user/indymogul']"
945,PBS Space Time,2490000,UC7_gcs09iThXybpVgjHZ_7g,channel,/channel/UC7_gcs09iThXybpVgjHZ_7g,5,"['/user/KQEDDeepLook', '/user/pbsideachannel', '/user/destinws2', '/user/Vsauce', '/user/physicswoman']"
946,Marti Fischer,636000,theclavinover,user,/user/theclavinover,7,"['/channel/UCFJFARXZcN68PVLcBcwDqVQ', '/user/Fewjar', '/user/wtrash7', '/user/CuBirds', '/user/Computerion', '/user/Voutshy', '/user/clavinovlog']"
947,MAKE A MOVE,6540,UCFJFARXZcN68PVLcBcwDqVQ,channel,/channel/UCFJFARXZcN68PVLcBcwDqVQ,0,[]
948,Cory Wong,134000,wtrash7,user,/user/wtrash7,0,[]
949,Computerion,11000,Computerion,user,/user/Computerion,4,"['/user/theclavinover', '/user/clavinovlog', '/user/SceneTakeTV', '/user/Voutshy']"
950,destilliertes Wasser,5510,Voutshy,user,/user/Voutshy,1,['/user/psychicpebbles']
951,Endut! Hoch Hech!,26300,clavinovlog,user,/user/clavinovlog,3,"['/user/Voutshy', '/user/Computerion', '/user/theclavinover']"
952,coldmirror,1420000,coldmirror,user,/user/coldmirror,6,"['/user/PlzDontSueColdmirror', '/user/coldmirrorgames', '/channel/UCFBapHA35loZ3KZwT_z3BsQ', '/user/KurzgesagtDE', '/channel/UCPiI104i7lyG--fkr3LZTtA', '/user/alwaysxcaro']"
953,PlzDontSueColdmirror,97900,PlzDontSueColdmirror,user,/user/PlzDontSueColdmirror,2,"['/user/coldmirrorgames', '/user/coldmirror']"
954,coldmirrorgames,152000,coldmirrorgames,user,/user/coldmirrorgames,2,"['/user/coldmirror', '/user/PlzDontSueColdmirror']"
955,Game Two,467000,UCFBapHA35loZ3KZwT_z3BsQ,channel,/channel/UCFBapHA35loZ3KZwT_z3BsQ,12,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCfb7LAYCeJJiT3gyquv7V5Q', '/user/coldmirror', '/channel/UCkBoq9BF-2fIdU4qWeZ5ogg', '/user/TwinTVChannel1', '/channel/UCPiI104i7lyG--fkr3LZTtA', '/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCTFCAxi634M3H_ezo6a1jsA', '/channel/UCfa7jJFYnn3P5LdJXsFkrjw', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCKGMHVipEvuZudhHD05FOYA']"
956,Cinema Strikes Back,298000,UCPiI104i7lyG--fkr3LZTtA,channel,/channel/UCPiI104i7lyG--fkr3LZTtA,8,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/user/KurzgesagtDE', '/user/coldmirror', '/channel/UCFBapHA35loZ3KZwT_z3BsQ', '/user/alwaysxcaro', '/user/TwinTVChannel1', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g']"
957,mapamundi,17100,mapamundio,user,/user/mapamundio,0,[]
958,SPACE GAMING,276000,SpaceFrogsPlay,user,/user/SpaceFrogsPlay,2,"['/user/SpaceFrogsRadio', '/user/DoktorFroid']"
959,DoktorFroid,692000,DoktorFroid,user,/user/DoktorFroid,3,"['/user/LeFloid', '/user/PietSmittie', '/user/SpaceFrogsRadio']"
960,Ooobacht,162000,Ooobacht,user,/user/Ooobacht,8,"['/user/TheRealJasmineJ', '/user/alive4fashion', '/user/Dijana2407', '/user/ChrissyCosmetic', '/user/Malwanne', '/user/mirellativegal', '/user/mystyleandfashion', '/user/RobBubble']"
961,Jasmine Jordan,3280,TheRealJasmineJ,user,/user/TheRealJasmineJ,0,[]
962,DIANA DÉLO,59900,Dijana2407,user,/user/Dijana2407,2,"['/channel/UCHhGA-aT347sbqtVR9Ly9LQ', '/channel/UCVnIwRWxiHVFI5fg_LPrQBA']"
963,Daily Delo,1440,UCHhGA-aT347sbqtVR9Ly9LQ,channel,/channel/UCHhGA-aT347sbqtVR9Ly9LQ,1,['/user/Dijana2407']
964,Nous Ame,1460,UCVnIwRWxiHVFI5fg_LPrQBA,channel,/channel/UCVnIwRWxiHVFI5fg_LPrQBA,1,['/user/Dijana2407']
965,Hello Chrissy,245000,ChrissyCosmetic,user,/user/ChrissyCosmetic,10,"['/channel/UCwOvSO2kf7sm_ZQyi6_DL4w', '/user/Ooobacht', '/user/vvdny', '/user/HolyChicDIY', '/channel/UC8F7jkwz6PdZfiod0CTtVKA', '/user/TolgasEntertainment', '/user/cleopatra2804', '/user/BeautyDynamite', '/user/JennyG193', '/channel/UCKvRF17f7NMAsNZnzUkaQ1w']"
966,Wishlist,123000,UCwOvSO2kf7sm_ZQyi6_DL4w,channel,/channel/UCwOvSO2kf7sm_ZQyi6_DL4w,6,"['/user/vvdny', '/user/ChrissyCosmetic', '/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UCLKPfqBGqL4gaEvegb_If0Q', '/channel/UCYtMKztcurNoqAxvkw1FNUg', '/channel/UCEtpah89jQiafn8iWOhxUSA']"
967,Outside the Club,16200,vvdny,user,/user/vvdny,0,[]
968,Holy Chic,23000,HolyChicDIY,user,/user/HolyChicDIY,8,"['/user/latenight', '/user/ViktoriaSarina', '/channel/UC9RSWjfMU3qMixhigyHjEgw', '/user/JoyceIlg', '/user/ChrissyCosmetic', '/user/SceneTakeTV', '/user/ChrisHalb12', '/user/Ooobacht']"
969,Filmlounge,146000,UC8F7jkwz6PdZfiod0CTtVKA,channel,/channel/UC8F7jkwz6PdZfiod0CTtVKA,3,"['/user/TwinTVChannel1', '/user/ChrissyCosmetic', '/user/ninakutschera']"
970,Tolga Sert,16000,TolgasEntertainment,user,/user/TolgasEntertainment,3,"['/user/BeautyDynamite', '/user/ChrissyCosmetic', '/user/FundaDemirezen']"
971,Soraya Ali,301000,cleopatra2804,user,/user/cleopatra2804,2,"['/user/InformOverload', '/user/JustinTimberlake']"
972,SandyDynamite,238000,BeautyDynamite,user,/user/BeautyDynamite,8,"['/user/amerikanischkochen', '/user/itsjudytime', '/user/BritPopPrincess', '/user/EbruZa', '/user/VideoDeluxeTutorials', '/user/ninakutschera', '/user/ChrissyCosmetic', '/user/Maarspet']"
973,JennyG,133000,JennyG193,user,/user/JennyG193,6,"['/user/HEIMATCLASSICS', '/user/GameTubeHorror', '/user/MutitaEdibleArt', '/user/MrCreativecoLouRs', '/user/mystyleandfashion', '/user/TymetheInfamous']"
974,NoobtownMonkeys,325000,UCKvRF17f7NMAsNZnzUkaQ1w,channel,/channel/UCKvRF17f7NMAsNZnzUkaQ1w,5,"['/user/HEIMATCLASSICS', '/user/RivenX3i', '/user/JulienBam', '/user/JoonyKim91', '/user/JuBaFilms']"
975,Malwanne,881000,Malwanne,user,/user/Malwanne,8,"['/channel/UCDl5GHZd1lqvCk_lVku8wqA', '/channel/UCb-eYSCceGrBRLTjhI5Mvcg', '/user/MissesVlog', '/user/naomiwayne', '/channel/UCs33ZUq-3M7WPOyyRhgspeA', '/channel/UC3aYPFZxBSLwBTU77OL0fwA', '/channel/UCZqft9xXTq8_fk20PbDUhsg', '/user/SpaceFrogsRadio']"
976,Lauschwanne ASMR,39200,UCDl5GHZd1lqvCk_lVku8wqA,channel,/channel/UCDl5GHZd1lqvCk_lVku8wqA,3,"['/user/Malwanne', '/channel/UCDl5GHZd1lqvCk_lVku8wqA', '/channel/UCb-eYSCceGrBRLTjhI5Mvcg']"
977,Wanne am PC,7890,UCb-eYSCceGrBRLTjhI5Mvcg,channel,/channel/UCb-eYSCceGrBRLTjhI5Mvcg,0,[]
978,KELLY //missesvlog,1940000,MissesVlog,user,/user/MissesVlog,3,"['/user/Malwanne', '/user/SturmwaffelLP', '/user/rewinside']"
979,Annikazion,448000,UCs33ZUq-3M7WPOyyRhgspeA,channel,/channel/UCs33ZUq-3M7WPOyyRhgspeA,4,"['/user/unsympathischtv', '/channel/UC-6_PdxF1hX_jAX_Y4z08ug', '/user/T0niLovesMusic', '/user/justCaan']"
980,annawhispers ASMR,154000,UCZqft9xXTq8_fk20PbDUhsg,channel,/channel/UCZqft9xXTq8_fk20PbDUhsg,4,"['/channel/UC-be6zeJzhz-bnv-PIxCemg', '/user/EdSheeran', '/channel/UC0VJr7Z-CAxtao2hEqbYsdw', '/channel/UC1DdXH1TNsVS-3U1TZ_6Txg']"
981,mirellativegal,610000,mirellativegal,user,/user/mirellativegal,0,[]
982,RobBubble,254000,RobBubble,user,/user/RobBubble,7,"['/channel/UCeWYsa2ynPc0VNwqL-vF2wQ', '/channel/UCVHD23taURtIiYmbabqvglA', '/user/301plusBerlin', '/user/cluediella', '/user/BeHaind', '/user/SpaceFrogsRadio', '/user/alive4fashion']"
983,So Many Tabs,48800,UCVHD23taURtIiYmbabqvglA,channel,/channel/UCVHD23taURtIiYmbabqvglA,6,"['/channel/UCyHDQ5C6z1NDmJ4g6SerW8g', '/user/KurzgesagtDE', '/channel/UClimlKiB3xLJlpP1BbzfXSA', '/channel/UC78qa96bVJpd6xrW-2FTRmw', '/channel/UCZoFvJwucEgUxDS6Xoz1p2A', '/channel/UCFBapHA35loZ3KZwT_z3BsQ']"
984,301plus,9580,301plusBerlin,user,/user/301plusBerlin,8,"['/user/CuBirds', '/user/theclavinover', '/user/mapamundio', '/user/LeFloid', '/user/SpaceFrogsRadio', '/user/alive4fashion', '/user/DoktorFroid', '/user/Fewjar']"
985,Clued,1230,cluediella,user,/user/cluediella,1,['/user/RobBubble']
986,BeHaind,484000,BeHaind,user,/user/BeHaind,3,"['/user/HandIOfIBlood', '/channel/UCHyt6whzbCcG18q3m4ws6jw', '/user/RobBubble']"
987,CiraLaMare,39400,CiraLaMare,user,/user/CiraLaMare,9,"['/user/alive4fashion', '/user/Ooobacht', '/user/JessVeganLifestyle', '/user/SarahSorceress', '/user/InkaSchminka', '/user/mapamundio', '/user/RobBubble', '/user/theclavinover', '/user/considercologne']"
988,LunarJess,93500,JessVeganLifestyle,user,/user/JessVeganLifestyle,0,[]
989,Sarah Sorceress,162000,SarahSorceress,user,/user/SarahSorceress,3,"['/user/rockabillie', '/user/SkylerScarface', '/user/JessVeganLifestyle']"
990,Cira Meisen,128000,rockabillie,user,/user/rockabillie,3,"['/user/jonlajoie', '/user/chiaranero', '/channel/UC0QHWhjbe5fGJEPz3sVb6nw']"
