,Name,Subs,Identifier,Type,Full_identifier,Nr_featured,Featured
311,BaKo backenkochen,143000,backenkochen,user,/user/backenkochen,3,"['/user/StrongandFlexTV', '/user/amerikanischkochen', '/user/EbruZa']"
312,itsjudytime,1270000,itsjudytime,user,/user/itsjudytime,3,"['/user/itsJudysLife', '/user/BenjiManTV', '/user/itsMommysLife']"
313,itsJudysLife,1820000,itsJudysLife,user,/user/itsJudysLife,3,"['/user/itsjudytime', '/user/itsMommysLife', '/user/BenjiManTV']"
314,Benji Travis,381000,BenjiManTV,user,/user/BenjiManTV,2,"['/user/itsJudysLife', '/user/itsjudytime']"
315,itsMommysLife,385000,itsMommysLife,user,/user/itsMommysLife,3,"['/user/itsjudytime', '/user/itsJudysLife', '/user/BenjiManTV']"
316,DiaFit Toby,1660,UC0P92MDqYRxwu0pZbOi9Kew,channel,/channel/UC0P92MDqYRxwu0pZbOi9Kew,0,[]
317,VideoDeluxeTutorials,4620,VideoDeluxeTutorials,user,/user/VideoDeluxeTutorials,11,"['/user/CommiXV', '/user/FreshActingTV', '/user/DELAGRIN', '/user/sglorius', '/user/WhiteEagleEntertain', '/user/TheMagixmovie', '/user/madwerner', '/user/LegoBrick77', '/user/MillerFilme', '/user/allrounderguru', '/user/wwwmagixcom']"
318,CommiXV,3890,CommiXV,user,/user/CommiXV,0,[]
319,FreshActingTV,28,FreshActingTV,user,/user/FreshActingTV,0,[]
320,DEL GRIN insight,3,DELAGRIN,user,/user/DELAGRIN,0,[]
321,sglorius,9,sglorius,user,/user/sglorius,0,[]
322,OliWe Films,1400,WhiteEagleEntertain,user,/user/WhiteEagleEntertain,0,[]
323,TheMagixmovie,18,TheMagixmovie,user,/user/TheMagixmovie,3,"['/user/VideoDeluxeTutorials', '/user/CommiXV', '/user/madwerner']"
324,Stefan Werner,416,madwerner,user,/user/madwerner,0,[]
325,Rainlight,35200,LegoBrick77,user,/user/LegoBrick77,0,[]
326,Lukas Miller,1330,MillerFilme,user,/user/MillerFilme,2,"['/user/WhiteEagleEntertain', '/user/DVDKritik']"
327,Steffen Eirich,312,allrounderguru,user,/user/allrounderguru,0,[]
328,MAGIX,55400,wwwmagixcom,user,/user/wwwmagixcom,0,[]
329,DynamitesLife,81600,UCs1MZplRn1HPGvQ3iQ8BwFg,channel,/channel/UCs1MZplRn1HPGvQ3iQ8BwFg,10,"['/channel/UC-2WWk_2TkYzYM2dW8UCcXQ', '/channel/UC-6_PdxF1hX_jAX_Y4z08ug', '/channel/UC3ZnKcjVu7GszgdBe4uRZ3A', '/channel/UC5s5owftyQ-oe0CkapYFXWw', '/user/TheTokiomaus', '/channel/UCAKFUeYNdG8or5Q4i027QTA', '/user/BeautyDynamite', '/channel/UCTsl2AMXgBgZASNnG1NYQmw', '/user/ninakutschera', '/user/KleeneMelle81']"
330,RedStudio,479000,UC-2WWk_2TkYzYM2dW8UCcXQ,channel,/channel/UC-2WWk_2TkYzYM2dW8UCcXQ,0,[]
331,TONIA,501000,UC-6_PdxF1hX_jAX_Y4z08ug,channel,/channel/UC-6_PdxF1hX_jAX_Y4z08ug,1,['/user/T0niLovesMusic']
332,Dwaine Woolley,1280000,UC3ZnKcjVu7GszgdBe4uRZ3A,channel,/channel/UC3ZnKcjVu7GszgdBe4uRZ3A,0,[]
333,9999 Dinge,-1,UC5s5owftyQ-oe0CkapYFXWw,channel,/channel/UC5s5owftyQ-oe0CkapYFXWw,0,[]
334,TheTokiomaus,662,TheTokiomaus,user,/user/TheTokiomaus,2,"['/user/BeautyDynamite', '/user/Nikisbeautychannel']"
335,Medieval Wanderer,3860,UCAKFUeYNdG8or5Q4i027QTA,channel,/channel/UCAKFUeYNdG8or5Q4i027QTA,4,"['/channel/UCTsl2AMXgBgZASNnG1NYQmw', '/user/ninakutschera', '/user/BeautyDynamite', '/channel/UCs1MZplRn1HPGvQ3iQ8BwFg']"
336,Nina,100000,UCTsl2AMXgBgZASNnG1NYQmw,channel,/channel/UCTsl2AMXgBgZASNnG1NYQmw,0,[]
337,Nina,58300,ninakutschera,user,/user/ninakutschera,0,[]
338,KleeneMelle81,18800,KleeneMelle81,user,/user/KleeneMelle81,1,['/user/funnypilgrim']
339,Marspet,46900,Maarspet,user,/user/Maarspet,12,"['/channel/UCD6ixi_Qs8qZ7TQZS5QZQDw', '/channel/UCawfleyFk_GIArWCgU-9ngQ', '/user/ItsColeslaw', '/user/DymondTV1', '/user/aronvloggt', '/user/jackowilife', '/user/tomatolix', '/user/Saadet', '/user/MARTSLIFE', '/user/SprinkReloaded', '/user/BeautyDynamite', '/user/BradeTv']"
340,Marsi ASMR,841,UCD6ixi_Qs8qZ7TQZS5QZQDw,channel,/channel/UCD6ixi_Qs8qZ7TQZS5QZQDw,1,['/user/Maarspet']
341,Marsi REACTS,1070,UCawfleyFk_GIArWCgU-9ngQ,channel,/channel/UCawfleyFk_GIArWCgU-9ngQ,2,"['/user/Maarspet', '/channel/UCD6ixi_Qs8qZ7TQZS5QZQDw']"
342,Lisa Sophie Laurent,357000,ItsColeslaw,user,/user/ItsColeslaw,1,['/channel/UCUueEx_ceEQrjlR9ctPNKyg']
343,Clement Davis,45800,DymondTV1,user,/user/DymondTV1,5,"['/user/mariemeimberg', '/user/Nisi156', '/user/aronvloggt', '/user/savanamazing', '/user/JerriesBlog']"
344,Aron David,34800,aronvloggt,user,/user/aronvloggt,4,"['/user/Maarspet', '/user/DymondTV1', '/user/Saadet', '/user/tomatolix']"
345,Jacko Wusch,199000,jackowilife,user,/user/jackowilife,2,"['/channel/UC-be6zeJzhz-bnv-PIxCemg', '/user/Nisi156']"
346,tomatolix,747000,tomatolix,user,/user/tomatolix,0,[]
347,Saadet,20400,Saadet,user,/user/Saadet,5,"['/user/ItsColeslaw', '/user/aronvloggt', '/user/DymondTV1', '/user/Maarspet', '/user/tomatolix']"
348,Martin Schengel,29800,MARTSLIFE,user,/user/MARTSLIFE,3,"['/user/SprinkReloaded', '/user/Maarspet', '/user/aronvloggt']"
349,SVENSPRINK,97100,SprinkReloaded,user,/user/SprinkReloaded,0,[]
350,BradeTv,478000,BradeTv,user,/user/BradeTv,2,"['/channel/UC-be6zeJzhz-bnv-PIxCemg', '/user/DieLochis']"
351,Grischistudios,300000,Grischistudios,user,/user/Grischistudios,8,"['/channel/UChszVZuTDMHDd_B7T5SI7Dg', '/channel/UCNcscEgNrRkAVs5WcPhzFeA', '/channel/UC-6_PdxF1hX_jAX_Y4z08ug', '/user/junggesellen', '/user/TwinTVChannel1', '/user/DieLochis', '/user/DieCatcherHD', '/user/OGGtvComedy']"
352,Dustin Naujokat,9460,UChszVZuTDMHDd_B7T5SI7Dg,channel,/channel/UChszVZuTDMHDd_B7T5SI7Dg,0,[]
353,Leon Bäter,2840,UCNcscEgNrRkAVs5WcPhzFeA,channel,/channel/UCNcscEgNrRkAVs5WcPhzFeA,3,"['/user/Grischistudios', '/channel/UChszVZuTDMHDd_B7T5SI7Dg', '/user/OGGtvComedy']"
354,Simon Will,836000,junggesellen,user,/user/junggesellen,0,[]
355,World Wide Wohnzimmer,1340000,TwinTVChannel1,user,/user/TwinTVChannel1,6,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UClimlKiB3xLJlpP1BbzfXSA', '/channel/UCaDFHuodTr4T1EAg5IXK0NQ', '/channel/UCKGMHVipEvuZudhHD05FOYA', '/channel/UCwCpW0IbR0Z2WJryfENq7jw']"
356,DieLochis,2670000,DieLochis,user,/user/DieLochis,2,"['/user/freshaltefolie', '/user/BradeTv']"
357,CatchIt!,4330,DieCatcherHD,user,/user/DieCatcherHD,1,['/user/Grischistudios']
358,Oskar,431000,OGGtvComedy,user,/user/OGGtvComedy,0,[]
359,Nikola Kleespiess,125000,Nikisbeautychannel,user,/user/Nikisbeautychannel,12,"['/user/mystyleandfashion', '/user/EbruZa', '/user/Nihan0311', '/user/BatALashBeauty', '/user/oOMauMouseOo', '/user/007morgenstern', '/user/LifeLoveNiki', '/user/RubyLovesCandy', '/user/kleinstadtcoco', '/user/Niloofarirani', '/user/Desideria9628', '/user/Empathy25']"
360,Definitiv Franzi,29000,oOMauMouseOo,user,/user/oOMauMouseOo,12,"['/user/Sonntagskind82', '/user/adventskalender23', '/user/worldofmymaja', '/user/MrCreativecoLouRs', '/user/TheKaktusbluemchen', '/user/mystyleandfashion', '/user/AliciasBeautyworld', '/user/woodgreen106', '/user/AnnaBirdie', '/user/oOSatinTaupeOo', '/user/makeupzauber', '/user/Sandylicious0509']"
361,Sonntagskind82,947,Sonntagskind82,user,/user/Sonntagskind82,4,"['/user/Empathy25', '/user/Vorstadtcinderella', '/user/EbruZa', '/user/thelifesworthliving']"
362,Advenstkalender 23,2730,adventskalender23,user,/user/adventskalender23,0,[]
363,worldofmymaja,32200,worldofmymaja,user,/user/worldofmymaja,0,[]
364,Juri Jac,1910,MrCreativecoLouRs,user,/user/MrCreativecoLouRs,0,[]
365,Eliza Nova,-1,TheKaktusbluemchen,user,/user/TheKaktusbluemchen,0,[]
366,all about Alice,14500,AliciasBeautyworld,user,/user/AliciasBeautyworld,1,['/user/oOMauMouseOo']
367,woodgreen106,6540,woodgreen106,user,/user/woodgreen106,0,[]
368,AnnaBirdie,13200,AnnaBirdie,user,/user/AnnaBirdie,4,"['/user/RosellaMia', '/user/itsjudytime', '/user/EbruZa', '/user/oOMauMouseOo']"
369,Pia SatinTaupe,3380,oOSatinTaupeOo,user,/user/oOSatinTaupeOo,5,"['/user/mystyleandfashion', '/user/temptalia', '/user/EbruZa', '/user/oOMauMouseOo', '/user/woodgreen106']"
370,Claudia Zauber,9210,makeupzauber,user,/user/makeupzauber,2,"['/user/oOMauMouseOo', '/user/ninakutschera']"
371,Sandylicious,24500,Sandylicious0509,user,/user/Sandylicious0509,1,['/user/KindOfRosy']
372,LifeLoveNiki,98400,LifeLoveNiki,user,/user/LifeLoveNiki,12,"['/channel/UC06uYgf5-wfdLpWH6ZGp9Rg', '/user/ChristinaBraunecker', '/channel/UC1FUmelOA9Tc8VFmoeexIkw', '/channel/UC1befIzx2Z0inSjFbe4z4Jg', '/channel/UC40NAZxgMq4I8kF33nOn2Yg', '/user/Nikisbeautychannel', '/channel/UC4S2tQEjaPfC5y_W8JWnmRA', '/channel/UC59wb91X5e7Oiu4MOZvtBjQ', '/channel/UC5TAHqlvwvaXbpSES8Zc1Ng', '/user/isipisi5', '/user/YoJoxxx93', '/user/ViktoriaSarina']"
373,Hella Gabbert,92700,UC06uYgf5-wfdLpWH6ZGp9Rg,channel,/channel/UC06uYgf5-wfdLpWH6ZGp9Rg,1,['/user/ShirinDavid']
374,Rubinio B & Quater's Rubin B,48600,ChristinaBraunecker,user,/user/ChristinaBraunecker,0,[]
375,Bonnytrash,1470000,UC1FUmelOA9Tc8VFmoeexIkw,channel,/channel/UC1FUmelOA9Tc8VFmoeexIkw,0,[]
376,Mein Bullet Journal,7670,UC1befIzx2Z0inSjFbe4z4Jg,channel,/channel/UC1befIzx2Z0inSjFbe4z4Jg,0,[]
377,Anita Girlietainment,424000,UC40NAZxgMq4I8kF33nOn2Yg,channel,/channel/UC40NAZxgMq4I8kF33nOn2Yg,0,[]
378,Oldenbeasts,15600,UC4S2tQEjaPfC5y_W8JWnmRA,channel,/channel/UC4S2tQEjaPfC5y_W8JWnmRA,1,['/user/ChristinaBraunecker']
379,MaxaMillion,188000,UC59wb91X5e7Oiu4MOZvtBjQ,channel,/channel/UC59wb91X5e7Oiu4MOZvtBjQ,0,[]
380,Harriet Charlotte Jensen,36300,UC5TAHqlvwvaXbpSES8Zc1Ng,channel,/channel/UC5TAHqlvwvaXbpSES8Zc1Ng,0,[]
381,Ischtar Isik,1160000,isipisi5,user,/user/isipisi5,0,[]
382,Fabriano's Vlogs,12400,YoJoxxx93,user,/user/YoJoxxx93,0,[]
383,ViktoriaSarina,1850000,ViktoriaSarina,user,/user/ViktoriaSarina,0,[]
384,Kim Wood,94800,RubyLovesCandy,user,/user/RubyLovesCandy,0,[]
385,kleinstadtcoco,235000,kleinstadtcoco,user,/user/kleinstadtcoco,0,[]
386,NILOO,417000,Niloofarirani,user,/user/Niloofarirani,0,[]
387,Sara Desideria,521000,Desideria9628,user,/user/Desideria9628,6,"['/user/RosellaMia', '/user/BELLAMASCHINA', '/channel/UC5xjIQmN7mHyB-mnv80pHTw', '/user/Milabu09', '/user/SchizophrenicBlog', '/user/xLaeta']"
388,Rosella Mia,65700,RosellaMia,user,/user/RosellaMia,1,['/channel/UC1befIzx2Z0inSjFbe4z4Jg']
389,BELLAMASCHINA,-1,BELLAMASCHINA,user,/user/BELLAMASCHINA,0,[]
390,Schnell Kochen,-1,UC5xjIQmN7mHyB-mnv80pHTw,channel,/channel/UC5xjIQmN7mHyB-mnv80pHTw,0,[]
391,Milabu,1510000,Milabu09,user,/user/Milabu09,0,[]
392,Jarow,1990000,SchizophrenicBlog,user,/user/SchizophrenicBlog,0,[]
393,xLaeta,1780000,xLaeta,user,/user/xLaeta,0,[]
394,liveworthliving,61800,Empathy25,user,/user/Empathy25,7,"['/user/jamina1404', '/user/mystyleandfashion', '/user/rebeccafloeter', '/user/Vorstadtcinderella', '/user/MySimpleLifeTV', '/user/thelifesworthliving', '/user/Nikisbeautychannel']"
395,jamina1404,100000,jamina1404,user,/user/jamina1404,0,[]
396,Rebecca Floeter,58000,rebeccafloeter,user,/user/rebeccafloeter,3,"['/user/MissStylishhh', '/user/Empathy25', '/user/MySimpleLifeTV']"
397,MrsMara,68100,Vorstadtcinderella,user,/user/Vorstadtcinderella,0,[]
398,MySimpleLifeTV,13200,MySimpleLifeTV,user,/user/MySimpleLifeTV,5,"['/user/mystyleandfashion', '/user/temptalia', '/user/rebeccafloeter', '/user/daaruum', '/user/Empathy25']"
399,thelifesworthliving,8860,thelifesworthliving,user,/user/thelifesworthliving,3,"['/user/TheFineBros', '/user/Empathy25', '/user/MySimpleLifeTV']"
400,Charlotte Kreft,35200,CharlottesBlog,user,/user/CharlottesBlog,12,"['/user/MagnoliaSchlossallee', '/channel/UC0LvcBAsIg3dZ_ZdWiO5e2g', '/user/FleurDeForce', '/channel/UC22noAxUKhe5wwigbbDm6bQ', '/channel/UC2x72ZMcE7K75Ve8M_-4O5g', '/channel/UC3XG9kGIXDbbpOjBK6c_7Cw', '/user/CarlosSoGlo', '/channel/UC4gDYbCEIb69uvFmCX5Lyuw', '/channel/UC5jWAozheFnsC6-juUk8wZw', '/channel/UC63x3lkE4W7dlaEhXGY4Dkg', '/user/isipisi5', '/channel/UC6huXz0F6-7KA7-mW0jdejA']"
401,debiflue,13600,UC0LvcBAsIg3dZ_ZdWiO5e2g,channel,/channel/UC0LvcBAsIg3dZ_ZdWiO5e2g,0,[]
402,Fleur DeForce,1350000,FleurDeForce,user,/user/FleurDeForce,0,[]
403,Rebecca Jane Vlogs,28700,UC22noAxUKhe5wwigbbDm6bQ,channel,/channel/UC22noAxUKhe5wwigbbDm6bQ,0,[]
404,Hanna Ellen,15400,UC2x72ZMcE7K75Ve8M_-4O5g,channel,/channel/UC2x72ZMcE7K75Ve8M_-4O5g,3,"['/channel/UC--zfJBWN3Wm0Cnp7vGgVag', '/user/CharlottesBlog', '/channel/UCxSIpN9sLowUJATPWrppsRA']"
405,Celinaela,6660,UC--zfJBWN3Wm0Cnp7vGgVag,channel,/channel/UC--zfJBWN3Wm0Cnp7vGgVag,0,[]
406,Gcm Ptrvc,36,UCxSIpN9sLowUJATPWrppsRA,channel,/channel/UCxSIpN9sLowUJATPWrppsRA,1,['/channel/UC2x72ZMcE7K75Ve8M_-4O5g']
407,MorningLightMusic,653000,UC3XG9kGIXDbbpOjBK6c_7Cw,channel,/channel/UC3XG9kGIXDbbpOjBK6c_7Cw,0,[]
408,Sophia Dü,22,CarlosSoGlo,user,/user/CarlosSoGlo,6,"['/user/mystyleandfashion', '/user/StrongandFlexTV', '/user/Zimtmond233', '/user/ChristinaBraunecker', '/channel/UC1Gl6qAKTXAvoVatBBe77Ng', '/user/KatjasVlogs']"
409,StrongandFlexTV,191000,StrongandFlexTV,user,/user/StrongandFlexTV,0,[]
410,LauraundWelldone,20800,Zimtmond233,user,/user/Zimtmond233,1,['/user/VideoDeluxeTutorials']
411,Marie Hillebrandt,1330,UC1Gl6qAKTXAvoVatBBe77Ng,channel,/channel/UC1Gl6qAKTXAvoVatBBe77Ng,1,['/user/ShirinDavid']
412,Katja,18300,KatjasVlogs,user,/user/KatjasVlogs,1,['/user/ChristinaBraunecker']
413,Stephanie Buttermore,1230000,UC4gDYbCEIb69uvFmCX5Lyuw,channel,/channel/UC4gDYbCEIb69uvFmCX5Lyuw,1,['/user/icecream4PRs']
414,Jeff Nippard,2830000,icecream4PRs,user,/user/icecream4PRs,0,[]
415,IschtarsLife,357000,UC5jWAozheFnsC6-juUk8wZw,channel,/channel/UC5jWAozheFnsC6-juUk8wZw,1,['/user/isipisi5']
416,Hailey Rhode Bieber,1440000,UC63x3lkE4W7dlaEhXGY4Dkg,channel,/channel/UC63x3lkE4W7dlaEhXGY4Dkg,0,[]
417,ErikTheElectric,1680000,UC6huXz0F6-7KA7-mW0jdejA,channel,/channel/UC6huXz0F6-7KA7-mW0jdejA,5,"['/channel/UCXox6wBzzmTB61UHsQUVoMA', '/channel/UCi2-V1w39B_DQYAe099K19A', '/user/RandySantel', '/channel/UCQdVuCZ-epH9qUaOmz6cQ-A', '/user/furiouspete123']"
418,The Electrics,153000,UCXox6wBzzmTB61UHsQUVoMA,channel,/channel/UCXox6wBzzmTB61UHsQUVoMA,2,"['/channel/UC6huXz0F6-7KA7-mW0jdejA', '/user/furiouspete123']"
419,Electric Talks,46400,UCi2-V1w39B_DQYAe099K19A,channel,/channel/UCi2-V1w39B_DQYAe099K19A,2,"['/channel/UC6huXz0F6-7KA7-mW0jdejA', '/channel/UCXox6wBzzmTB61UHsQUVoMA']"
420,Randy Santel,1380000,RandySantel,user,/user/RandySantel,1,['/channel/UC6huXz0F6-7KA7-mW0jdejA']
421,Kristie vs. Kitchen,13000,UCQdVuCZ-epH9qUaOmz6cQ-A,channel,/channel/UCQdVuCZ-epH9qUaOmz6cQ-A,0,[]
422,Furious Pete,5130000,furiouspete123,user,/user/furiouspete123,0,[]
423,LoveTheCosmetics,161000,LoveTheCosmetics,user,/user/LoveTheCosmetics,6,"['/user/gretlproductions', '/user/considercologne', '/user/jamina1404', '/user/madametamtam', '/user/PelicanBayYT', '/user/woonderwaaall']"
424,madametamtam,189000,madametamtam,user,/user/madametamtam,0,[]
425,Pelican Bay | ❥,152000,PelicanBayYT,user,/user/PelicanBayYT,0,[]
426,Wonderwall,74200,woonderwaaall,user,/user/woonderwaaall,6,"['/user/KindOfRosy', '/user/storieswithtea', '/channel/UCkX4Cd80VMyv17ZiSn3k3VA', '/user/Elinsila', '/user/goldiegrace', '/user/fraeuleinfeigenbaum']"
427,KindOfRosy,807000,KindOfRosy,user,/user/KindOfRosy,0,[]
428,Tine Marie,6180,storieswithtea,user,/user/storieswithtea,2,"['/user/woonderwaaall', '/user/Empathy25']"
429,OurPerception,2610,UCkX4Cd80VMyv17ZiSn3k3VA,channel,/channel/UCkX4Cd80VMyv17ZiSn3k3VA,2,"['/user/woonderwaaall', '/user/madametamtam']"
430,Anika,8450,Elinsila,user,/user/Elinsila,0,[]
431,goldiegrace,694,goldiegrace,user,/user/goldiegrace,1,['/channel/UC2bcX6Q6xgeCs7RqUyvzKpw']
432,Judith Elisabeth,1140,fraeuleinfeigenbaum,user,/user/fraeuleinfeigenbaum,0,[]
433,MissStylishhh,9570,MissStylishhh,user,/user/MissStylishhh,12,"['/user/rebeccafloeter', '/user/MiezeTv', '/user/SaskiasBeautyBlog', '/user/CiraLaMare', '/user/ChrissyCosmetic', '/user/funnypilgrim', '/user/KindOfRosy', '/user/Ooobacht', '/user/mirellativegal', '/user/CatyCake', '/user/daaruum', '/user/alive4fashion']"
434,FeuersteinCars,19500,MiezeTv,user,/user/MiezeTv,12,"['/channel/UC--mFbVGVpD38tjJm1H1Dzw', '/user/unsympathischtv', '/channel/UC-Ivlaz1y9TToFnpzmA7adw', '/user/MrCreativecoLouRs', '/channel/UC-NZazksH-lR-Mif-3DZL3g', '/user/mystyleandfashion', '/channel/UC-Q1DMb9a5YsRmY_QInO7TQ', '/user/58MUZIK', '/user/CharlinchenZ', '/user/subSonic23zone56', '/user/StrongandFlexTV', '/user/funnyzound']"
435,Bak Ta Ehli,3110,UC--mFbVGVpD38tjJm1H1Dzw,channel,/channel/UC--mFbVGVpD38tjJm1H1Dzw,0,[]
436,DoktorWeigl,513000,UC-Ivlaz1y9TToFnpzmA7adw,channel,/channel/UC-Ivlaz1y9TToFnpzmA7adw,0,[]
437,ZDF besseresser,330000,UC-NZazksH-lR-Mif-3DZL3g,channel,/channel/UC-NZazksH-lR-Mif-3DZL3g,7,"['/user/GalileoOffiziell', '/channel/UC1Y7onDsPyfP-lu--SXF-ew', '/channel/UC5sgxwQGzW8BFTqLSMrklJw', '/channel/UC6Nh0xrtXJfNGucGtVrqjHw', '/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UCFqcNI0NaAA21NS9W3ExCRg', '/channel/UCeqKIgPQfNInOswGRWt48kQ']"
438,kamerakinder,12500,UC-Q1DMb9a5YsRmY_QInO7TQ,channel,/channel/UC-Q1DMb9a5YsRmY_QInO7TQ,0,[]
439,58MUZIK ALT,8430,58MUZIK,user,/user/58MUZIK,0,[]
440,Charline Zimmermann,17700,CharlinchenZ,user,/user/CharlinchenZ,2,"['/user/EbruZa', '/user/CarliBel55']"
441,MINDESSENZ,12700,subSonic23zone56,user,/user/subSonic23zone56,2,"['/channel/UC-5Ao5j48FBONkfprK1m5YA', '/user/58MUZIK']"
442,funnyzound,1010,funnyzound,user,/user/funnyzound,1,['/user/freshaltefolie']
443,funnypilgrim,330000,funnypilgrim,user,/user/funnypilgrim,6,"['/user/yummypilgrim', '/channel/UCgWkIs6UhnaE1DQqkJJ0_hg', '/user/Bluetenschimmer', '/user/studio71official', '/user/modekatastrophe', '/user/SirBonker']"
444,yummypilgrim,131000,yummypilgrim,user,/user/yummypilgrim,1,['/user/backenkochen']
445,funnypeaches,5010,UCgWkIs6UhnaE1DQqkJJ0_hg,channel,/channel/UCgWkIs6UhnaE1DQqkJJ0_hg,2,"['/user/funnypilgrim', '/user/yummypilgrim']"
446,Talisa Minoush,28400,Bluetenschimmer,user,/user/Bluetenschimmer,4,"['/user/007morgenstern', '/user/madametamtam', '/user/funnypilgrim', '/user/considercologne']"
447,Studio71,33100,studio71official,user,/user/studio71official,3,"['/channel/UC-be6zeJzhz-bnv-PIxCemg', '/user/funnypilgrim', '/user/LeFloid']"
448,Karin Yinyin,13200,modekatastrophe,user,/user/modekatastrophe,3,"['/user/gretlproductions', '/user/funnypilgrim', '/user/ellathebeex']"
449,captain carlo,13100,SirBonker,user,/user/SirBonker,3,"['/channel/UC-tdPPVqdLB77oimoSOC4tg', '/user/ryanadams7', '/user/EbruZa']"
450,CatyCake,323000,CatyCake,user,/user/CatyCake,0,[]
451,Nilam,1060000,daaruum,user,/user/daaruum,3,"['/user/EgalSpieltKeineRolle', '/user/DVDKritik', '/user/esslust']"
452,Jooni,35500,EgalSpieltKeineRolle,user,/user/EgalSpieltKeineRolle,3,"['/user/esslust', '/user/DVDKritik', '/user/daaruum']"
453,Robert Hofmann,610000,DVDKritik,user,/user/DVDKritik,0,[]
454,Cinema Strikes Back,298000,UCPiI104i7lyG--fkr3LZTtA,channel,/channel/UCPiI104i7lyG--fkr3LZTtA,9,"['/channel/UCOgPGtSnFR6GM-AkzCnxqMQ', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UC5h9N_ZhQHIyQHgLN8kYtRg', '/user/KurzgesagtDE', '/user/coldmirror', '/channel/UCFBapHA35loZ3KZwT_z3BsQ', '/user/alwaysxcaro', '/user/TwinTVChannel1', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g']"
455,funk,168000,UCOgPGtSnFR6GM-AkzCnxqMQ,channel,/channel/UCOgPGtSnFR6GM-AkzCnxqMQ,12,"['/channel/UC-2D0N8RCgWIHG6IbqCqmzQ', '/channel/UC146qqkUMTrn4nfSSOTNwiA', '/channel/UC1SiZtRQ4_9yZKu-fMb3Otg', '/user/alwaysxcaro', '/user/Nisi156', '/channel/UC3ZkjIfabQzVypsQBd9-AIQ', '/user/coldmirror', '/channel/UCLoWcRy-ZjA-Erh0p_VDLjQ', '/channel/UCUueEx_ceEQrjlR9ctPNKyg', '/channel/UCF_oOFgq8qwi7HRGTJSsZ-g', '/channel/UC6zXbTQEujMO-5CzyywlVDQ', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g']"
456,musstewissen Chemie,170000,UC146qqkUMTrn4nfSSOTNwiA,channel,/channel/UC146qqkUMTrn4nfSSOTNwiA,7,"['/channel/UCP8e6wK18jJNdJpKkeQDlsA', '/channel/UCaxX8488TqU6bZdcKpxPVvQ', '/channel/UC9RSWjfMU3qMixhigyHjEgw', '/channel/UCzOHLoNwbebvEkn7y6x-EWA', '/channel/UCsVWpmoRsNAWZb59b6Pt9Kg', '/user/MrWissen2go', '/channel/UCyHDQ5C6z1NDmJ4g6SerW8g']"
457,Terra X plus,119000,UCP8e6wK18jJNdJpKkeQDlsA,channel,/channel/UCP8e6wK18jJNdJpKkeQDlsA,6,"['/channel/UCsVWpmoRsNAWZb59b6Pt9Kg', '/user/MrWissen2go', '/user/KurzgesagtDE', '/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UC146qqkUMTrn4nfSSOTNwiA', '/channel/UCzOHLoNwbebvEkn7y6x-EWA']"
458,musstewissen Mathe,67500,UCaxX8488TqU6bZdcKpxPVvQ,channel,/channel/UCaxX8488TqU6bZdcKpxPVvQ,8,"['/channel/UC-NZazksH-lR-Mif-3DZL3g', '/channel/UC146qqkUMTrn4nfSSOTNwiA', '/channel/UC53bIpnef1pwAx69ERmmOLA', '/channel/UC9RSWjfMU3qMixhigyHjEgw', '/channel/UCP8e6wK18jJNdJpKkeQDlsA', '/user/Kurzgesagt', '/channel/UCsVWpmoRsNAWZb59b6Pt9Kg', '/channel/UCzOHLoNwbebvEkn7y6x-EWA']"
459,musstewissen Physik,43400,UC9RSWjfMU3qMixhigyHjEgw,channel,/channel/UC9RSWjfMU3qMixhigyHjEgw,7,"['/channel/UC146qqkUMTrn4nfSSOTNwiA', '/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UCP8e6wK18jJNdJpKkeQDlsA', '/user/Kurzgesagt', '/channel/UCaxX8488TqU6bZdcKpxPVvQ', '/channel/UCzOHLoNwbebvEkn7y6x-EWA', '/channel/UCsVWpmoRsNAWZb59b6Pt9Kg']"
460,musstewissen Deutsch,175000,UCzOHLoNwbebvEkn7y6x-EWA,channel,/channel/UCzOHLoNwbebvEkn7y6x-EWA,8,"['/channel/UC146qqkUMTrn4nfSSOTNwiA', '/channel/UC9RSWjfMU3qMixhigyHjEgw', '/channel/UCDw0K7K658-ztRuCn2mn0Kw', '/channel/UCFqcNI0NaAA21NS9W3ExCRg', '/channel/UCP8e6wK18jJNdJpKkeQDlsA', '/channel/UCsVWpmoRsNAWZb59b6Pt9Kg', '/user/MrWissen2go', '/channel/UCaxX8488TqU6bZdcKpxPVvQ']"
